Rechnung Nr;Rechnung Datum;Auftrag Datum;Kunde;Total ohne MwSt;MwSt 8.1%;Endtotal;Status
INV-2024-30061;2024-03-04;2024-03-02;Migros AG;578.22;625.06;1203.28;offen
INV-2024-30062;2024-03-12;2024-03-10;Müller AG;4652.25;5029.08;9681.33;überfällig
INV-2024-30063;2024-03-24;2024-03-22;Migros AG;4779.75;5166.91;9946.66;offen
INV-2024-30064;2024-03-14;2024-03-12;Müller AG;4551.94;4920.65;9472.59;bezahlt
INV-2024-30065;2024-03-21;2024-03-19;Meier GmbH;2242.23;2423.85;4666.08;offen
INV-2024-30066;2024-03-19;2024-03-17;Keller AG;1467.84;1586.74;3054.58;offen
INV-2024-30067;2024-03-13;2024-03-11;Migros AG;3707.16;4007.44;7714.6;offen
INV-2024-30068;2024-03-07;2024-03-05;Huber GmbH;2017.32;2180.72;4198.04;bezahlt
INV-2024-30069;2024-03-10;2024-03-08;Keller AG;4779.93;5167.1;9947.03;offen
INV-2024-30070;2024-03-08;2024-03-06;City Kiosk Bern;2262.72;2446.0;4708.72;bezahlt
INV-2024-30071;2024-03-04;2024-03-02;City Kiosk Bern;2315.66;2503.23;4818.89;offen
INV-2024-30072;2024-03-23;2024-03-21;Müller AG;4563.85;4933.52;9497.37;überfällig
INV-2024-30073;2024-03-14;2024-03-12;City Kiosk Bern;2798.12;3024.77;5822.89;offen
INV-2024-30074;2024-03-23;2024-03-21;Huber GmbH;1277.29;1380.75;2658.04;bezahlt
INV-2024-30075;2024-03-30;2024-03-28;Huber GmbH;4201.38;4541.69;8743.07;bezahlt
INV-2024-30076;2024-03-29;2024-03-27;Huber GmbH;1790.68;1935.73;3726.41;offen
INV-2024-30077;2024-03-21;2024-03-19;Payfix GmbH,Wallee AG;4928.57;5327.78;10256.35;überfällig
INV-2024-30078;2024-03-14;2024-03-12;coop AG;3636.17;3930.7;7566.87;bezahlt
INV-2024-30079;2024-03-03;2024-03-01;City Kiosk Bern;2133.27;2306.06;4439.33;offen
INV-2024-30080;2024-03-18;2024-03-16;Migros AG;3984.04;4306.75;8290.79;offen
INV-2024-30081;2024-03-11;2024-03-09;City Kiosk Bern;1531.28;1655.31;3186.59;bezahlt
INV-2024-30082;2024-03-05;2024-03-03;Schmid AG;4564.97;4934.73;9499.7;offen
INV-2024-30083;2024-03-04;2024-03-02;Payfix GmbH,Wallee AG;1393.68;1506.57;2900.25;überfällig
INV-2024-30084;2024-03-02;2024-02-29;coop AG;4084.19;4415.01;8499.2;offen
INV-2024-30085;2024-03-14;2024-03-12;Huber GmbH;3688.27;3987.02;7675.29;überfällig
INV-2024-30086;2024-03-05;2024-03-03;Huber GmbH;1497.39;1618.68;3116.07;überfällig
INV-2024-30087;2024-03-20;2024-03-18;Payfix GmbH,Wallee AG;115.69;125.06;240.75;bezahlt
INV-2024-30088;2024-03-29;2024-03-27;Migros AG;3385.72;3659.96;7045.68;offen
INV-2024-30089;2024-03-03;2024-03-01;Huber GmbH;726.95;785.83;1512.78;überfällig
INV-2024-30090;2024-03-08;2024-03-06;Keller AG;563.12;608.73;1171.85;offen
INV-2024-30091;2024-03-07;2024-03-05;Schmid AG;3433.98;3712.13;7146.11;bezahlt
INV-2024-30092;2024-03-07;2024-03-05;Müller AG;3826.63;4136.59;7963.22;überfällig
INV-2024-30093;2024-03-28;2024-03-26;Weber AG;4547.08;4915.39;9462.47;überfällig
INV-2024-30094;2024-03-26;2024-03-24;Payfix GmbH,Wallee AG;4669.55;5047.78;9717.33;überfällig
INV-2024-30095;2024-03-23;2024-03-21;Keller AG;1906.92;2061.38;3968.3;offen
INV-2024-30096;2024-03-18;2024-03-16;coop AG;2715.46;2935.41;5650.87;bezahlt
INV-2024-30097;2024-03-23;2024-03-21;Keller AG;757.24;818.58;1575.82;offen
INV-2024-30098;2024-03-29;2024-03-27;Müller AG;1586.64;1715.16;3301.8;überfällig
INV-2024-30099;2024-03-21;2024-03-19;Huber GmbH;1357.79;1467.77;2825.56;überfällig
INV-2024-30100;2024-04-01;2024-03-30;Migros AG;3440.51;3719.19;7159.7;offen
INV-2024-30101;2024-03-29;2024-03-27;Weber AG;3109.97;3361.88;6471.85;offen
INV-2024-30102;2024-03-09;2024-03-07;Müller AG;2762.44;2986.2;5748.64;bezahlt
INV-2024-30103;2024-03-31;2024-03-29;coop AG;2584.74;2794.1;5378.84;offen
INV-2024-30104;2024-03-28;2024-03-26;Weber AG;4570.62;4940.84;9511.46;offen
INV-2024-30105;2024-03-24;2024-03-22;Schmid AG;3803.04;4111.09;7914.13;überfällig
INV-2024-30106;2024-03-06;2024-03-04;Weber AG;4124.53;4458.62;8583.15;überfällig
INV-2024-30107;2024-03-25;2024-03-23;Müller AG;4946.57;5347.24;10293.81;offen
INV-2024-30108;2024-03-10;2024-03-08;Migros AG;1856.52;2006.9;3863.42;bezahlt
INV-2024-30109;2024-03-11;2024-03-09;coop AG;1735.07;1875.61;3610.68;überfällig
INV-2024-40001;2024-04-04;2024-04-02;coop AG;863.51;933.45;1796.96;überfällig
INV-2024-40002;2024-04-30;2024-04-28;Keller AG;1615.37;1746.21;3361.58;bezahlt
INV-2024-40003;2024-04-12;2024-04-10;Migros AG;2197.18;2375.15;4572.33;überfällig
INV-2024-40004;2024-04-20;2024-04-18;Keller AG;2279.39;2464.02;4743.41;bezahlt
INV-2024-40005;2024-04-19;2024-04-17;Schmid AG;1186.33;1282.42;2468.75;überfällig
INV-2024-40006;2024-04-29;2024-04-27;Payfix GmbH,Wallee AG;1326.71;1434.17;2760.88;offen
INV-2024-40007;2024-04-22;2024-04-20;Meier GmbH;2946.46;3185.12;6131.58;offen
INV-2024-40008;2024-04-02;2024-03-31;Schmid AG;4513.05;4878.61;9391.66;überfällig
INV-2024-40009;2024-05-01;2024-04-29;Migros AG;3855.62;4167.93;8023.55;überfällig
INV-2024-40010;2024-04-09;2024-04-07;Schmid AG;1639.68;1772.49;3412.17;offen
INV-2024-40011;2024-04-17;2024-04-15;Müller AG;4667.3;5045.35;9712.65;bezahlt
INV-2024-40012;2024-04-15;2024-04-13;City Kiosk Bern;739.26;799.14;1538.4;offen
INV-2024-40013;2024-04-08;2024-04-06;Schmid AG;496.85;537.09;1033.94;offen
INV-2024-40014;2024-04-23;2024-04-21;Migros AG;4059.56;4388.38;8447.94;überfällig
INV-2024-40015;2024-04-04;2024-04-02;Weber AG;3054.53;3301.95;6356.48;offen
INV-2024-40016;2024-04-22;2024-04-20;Müller AG;1140.66;1233.05;2373.71;offen
INV-2024-40017;2024-04-14;2024-04-12;City Kiosk Bern;3904.58;4220.85;8125.43;bezahlt
INV-2024-40018;2024-04-23;2024-04-21;Payfix GmbH,Wallee AG;4910.33;5308.07;10218.4;überfällig
INV-2024-40019;2024-04-17;2024-04-15;Payfix GmbH,Wallee AG;2138.34;2311.55;4449.89;überfällig
INV-2024-40020;2024-04-19;2024-04-17;Schmid AG;122.62;132.55;255.17;überfällig
INV-2024-40021;2024-04-21;2024-04-19;Weber AG;3012.81;3256.85;6269.66;überfällig
INV-2024-40022;2024-04-29;2024-04-27;Migros AG;207.76;224.59;432.35;bezahlt
INV-2024-40023;2024-04-13;2024-04-11;Meier GmbH;346.24;374.29;720.53;offen
INV-2024-40024;2024-04-20;2024-04-18;coop AG;2146.52;2320.39;4466.91;offen
INV-2024-40025;2024-04-25;2024-04-23;Huber GmbH;4525.11;4891.64;9416.75;offen
INV-2024-40026;2024-04-07;2024-04-05;Meier GmbH;2685.49;2903.01;5588.5;überfällig
INV-2024-40027;2024-04-04;2024-04-02;City Kiosk Bern;1061.22;1147.18;2208.4;offen
INV-2024-40028;2024-04-30;2024-04-28;Migros AG;1987.54;2148.53;4136.07;überfällig
INV-2024-40029;2024-04-17;2024-04-15;Müller AG;712.95;770.7;1483.65;offen
INV-2024-40030;2024-04-20;2024-04-18;Weber AG;3585.8;3876.25;7462.05;überfällig
INV-2024-40031;2024-04-07;2024-04-05;Migros AG;1603.54;1733.43;3336.97;offen
INV-2024-40032;2024-04-26;2024-04-24;coop AG;694.22;750.45;1444.67;überfällig
INV-2024-40033;2024-04-23;2024-04-21;Meier GmbH;2742.8;2964.97;5707.77;offen
INV-2024-40034;2024-04-04;2024-04-02;Keller AG;687.29;742.96;1430.25;offen
INV-2024-40035;2024-04-15;2024-04-13;Meier GmbH;926.86;1001.94;1928.8;bezahlt
INV-2024-40036;2024-04-02;2024-03-31;Schmid AG;1604.98;1734.98;3339.96;überfällig
INV-2024-40037;2024-04-19;2024-04-17;Müller AG;179.58;194.13;373.71;überfällig
INV-2024-40038;2024-04-03;2024-04-01;Schmid AG;1631.47;1763.62;3395.09;bezahlt
INV-2024-40039;2024-04-12;2024-04-10;Schmid AG;4602.65;4975.46;9578.11;bezahlt
INV-2024-40040;2024-04-07;2024-04-05;Migros AG;4704.25;5085.29;9789.54;bezahlt
INV-2024-40041;2024-04-26;2024-04-24;Weber AG;856.42;925.79;1782.21;überfällig
INV-2024-40042;2024-04-12;2024-04-10;Migros AG;460.45;497.75;958.2;bezahlt
INV-2024-40043;2024-04-24;2024-04-22;Keller AG;2507.47;2710.58;5218.05;bezahlt
INV-2024-40044;2024-04-12;2024-04-10;coop AG;1572.58;1699.96;3272.54;bezahlt
INV-2024-40045;2024-04-30;2024-04-28;City Kiosk Bern;2182.12;2358.87;4540.99;bezahlt
INV-2024-40046;2024-04-17;2024-04-15;City Kiosk Bern;1893.89;2047.3;3941.19;offen
INV-2024-40047;2024-04-26;2024-04-24;Payfix GmbH,Wallee AG;834.05;901.61;1735.66;offen
INV-2024-40048;2024-04-29;2024-04-27;Keller AG;4415.85;4773.53;9189.38;überfällig
INV-2024-40049;2024-04-06;2024-04-04;Müller AG;3671.06;3968.42;7639.48;offen
INV-2024-40050;2024-04-20;2024-04-18;Keller AG;3712.11;4012.79;7724.9;bezahlt
INV-2024-40051;2024-04-10;2024-04-08;Meier GmbH;1850.36;2000.24;3850.6;überfällig
INV-2024-40052;2024-04-11;2024-04-09;Migros AG;606.1;655.19;1261.29;offen
INV-2024-40053;2024-04-12;2024-04-10;coop AG;354.03;382.71;736.74;offen
INV-2024-40054;2024-04-15;2024-04-13;Müller AG;196.25;212.15;408.4;überfällig
INV-2024-40055;2024-04-09;2024-04-07;City Kiosk Bern;1457.17;1575.2;3032.37;bezahlt
INV-2024-40056;2024-04-09;2024-04-07;Keller AG;1228.57;1328.08;2556.65;offen
INV-2024-40057;2024-05-01;2024-04-29;Müller AG;2913.69;3149.7;6063.39;bezahlt
INV-2024-40058;2024-04-27;2024-04-25;Meier GmbH;4112.82;4445.96;8558.78;bezahlt
INV-2024-40059;2024-04-13;2024-04-11;Weber AG;4012.54;4337.56;8350.1;überfällig
INV-2024-40060;2024-04-21;2024-04-19;Huber GmbH;549.76;594.29;1144.05;bezahlt
INV-2024-40061;2024-04-29;2024-04-27;Payfix GmbH,Wallee AG;2297.78;2483.9;4781.68;bezahlt
INV-2024-40062;2024-04-14;2024-04-12;Migros AG;4299.71;4647.99;8947.7;offen
INV-2024-40063;2024-04-04;2024-04-02;Meier GmbH;293.6;317.38;610.98;überfällig
INV-2024-40064;2024-04-03;2024-04-01;Müller AG;325.97;352.37;678.34;offen
INV-2024-40065;2024-04-23;2024-04-21;Huber GmbH;4179.65;4518.2;8697.85;offen
INV-2024-40066;2024-04-29;2024-04-27;coop AG;4412.23;4769.62;9181.85;überfällig
INV-2024-40067;2024-04-26;2024-04-24;Schmid AG;522.95;565.31;1088.26;bezahlt
INV-2024-40068;2024-04-14;2024-04-12;Migros AG;2981.55;3223.06;6204.61;überfällig
INV-2024-40069;2024-04-04;2024-04-02;Schmid AG;4658.05;5035.35;9693.4;überfällig
INV-2024-40070;2024-04-05;2024-04-03;Müller AG;3315.05;3583.57;6898.62;offen
INV-2024-40071;2024-04-17;2024-04-15;City Kiosk Bern;4591.86;4963.8;9555.66;überfällig
INV-2024-40072;2024-04-25;2024-04-23;coop AG;249.5;269.71;519.21;überfällig
INV-2024-40073;2024-05-01;2024-04-29;Müller AG;3822.58;4132.21;7954.79;offen
INV-2024-40074;2024-04-11;2024-04-09;Weber AG;1522.63;1645.96;3168.59;bezahlt
INV-2024-40075;2024-04-28;2024-04-26;Schmid AG;1666.93;1801.95;3468.88;bezahlt
INV-2024-40076;2024-04-02;2024-03-31;Huber GmbH;685.94;741.5;1427.44;offen
INV-2024-40077;2024-04-28;2024-04-26;Meier GmbH;2032.4;2197.02;4229.42;offen
INV-2024-40078;2024-04-03;2024-04-01;Huber GmbH;4470.15;4832.23;9302.38;bezahlt
INV-2024-40079;2024-04-19;2024-04-17;Schmid AG;2900.07;3134.98;6035.05;bezahlt
INV-2024-40080;2024-04-30;2024-04-28;Weber AG;2155.89;2330.52;4486.41;bezahlt
INV-2024-40081;2024-04-25;2024-04-23;Weber AG;4034.8;4361.62;8396.42;offen
INV-2024-40082;2024-05-01;2024-04-29;Keller AG;2829.84;3059.06;5888.9;überfällig
INV-2024-40083;2024-04-21;2024-04-19;Schmid AG;4048.91;4376.87;8425.78;offen
INV-2024-40084;2024-04-05;2024-04-03;Migros AG;1581.18;1709.26;3290.44;überfällig
INV-2024-40085;2024-04-24;2024-04-22;Weber AG;3914.43;4231.5;8145.93;bezahlt
INV-2024-40086;2024-04-22;2024-04-20;Meier GmbH;2216.42;2395.95;4612.37;überfällig
INV-2024-40087;2024-05-01;2024-04-29;Payfix GmbH,Wallee AG;4388.24;4743.69;9131.93;bezahlt
INV-2024-40088;2024-04-25;2024-04-23;Migros AG;215.96;233.45;449.41;bezahlt
INV-2024-40089;2024-04-03;2024-04-01;coop AG;3298.9;3566.11;6865.01;bezahlt
INV-2024-40090;2024-04-05;2024-04-03;Schmid AG;3657.43;3953.68;7611.11;offen
INV-2024-40091;2024-05-01;2024-04-29;coop AG;3862.87;4175.76;8038.63;bezahlt
INV-2024-40092;2024-04-18;2024-04-16;Payfix GmbH,Wallee AG;2296.19;2482.18;4778.37;offen
INV-2024-40093;2024-04-28;2024-04-26;Schmid AG;1128.94;1220.38;2349.32;überfällig
INV-2024-40094;2024-04-12;2024-04-10;Huber GmbH;2821.97;3050.55;5872.52;offen
INV-2024-40095;2024-04-21;2024-04-19;Müller AG;4695.18;5075.49;9770.67;bezahlt
INV-2024-40096;2024-04-17;2024-04-15;Payfix GmbH,Wallee AG;4583.76;4955.04;9538.8;überfällig
INV-2024-40097;2024-04-27;2024-04-25;Keller AG;1694.11;1831.33;3525.44;überfällig
INV-2024-40098;2024-04-10;2024-04-08;Migros AG;3388.53;3663.0;7051.53;offen
INV-2024-40099;2024-04-27;2024-04-25;Keller AG;404.85;437.64;842.49;überfällig
INV-2024-40100;2024-04-15;2024-04-13;Keller AG;4777.46;5164.43;9941.89;bezahlt
INV-2024-40101;2024-04-14;2024-04-12;Müller AG;3248.99;3512.16;6761.15;offen
INV-2024-40102;2024-04-25;2024-04-23;City Kiosk Bern;2106.86;2277.52;4384.38;bezahlt
INV-2024-40103;2024-04-21;2024-04-19;Meier GmbH;3774.07;4079.77;7853.84;überfällig
INV-2024-40104;2024-04-07;2024-04-05;Huber GmbH;3239.75;3502.17;6741.92;offen
INV-2024-40105;2024-04-26;2024-04-24;Schmid AG;303.0;327.54;630.54;bezahlt
INV-2024-40106;2024-04-20;2024-04-18;Meier GmbH;200.43;216.66;417.09;offen
INV-2024-40107;2024-04-06;2024-04-04;Huber GmbH;4349.56;4701.87;9051.43;offen
INV-2024-40108;2024-04-26;2024-04-24;City Kiosk Bern;3349.48;3620.79;6970.27;bezahlt
INV-2024-40109;2024-04-28;2024-04-26;Müller AG;819.86;886.27;1706.13;überfällig
INV-2024-50001;2024-05-14;2024-05-12;Keller AG;3960.58;4281.39;8241.97;überfällig
INV-2024-50002;2024-05-16;2024-05-14;Migros AG;273.23;295.36;568.59;bezahlt
INV-2024-50003;2024-05-19;2024-05-17;Payfix GmbH,Wallee AG;1191.3;1287.8;2479.1;überfällig
INV-2024-50004;2024-05-06;2024-05-04;Migros AG;4051.1;4379.24;8430.34;überfällig
INV-2024-50005;2024-05-22;2024-05-20;coop AG;2229.1;2409.66;4638.76;überfällig
INV-2024-50006;2024-05-26;2024-05-24;Weber AG;226.19;244.51;470.7;bezahlt
INV-2024-50007;2024-05-02;2024-04-30;coop AG;4536.38;4903.83;9440.21;überfällig
INV-2024-50008;2024-05-09;2024-05-07;Huber GmbH;2541.97;2747.87;5289.84;überfällig
INV-2024-50009;2024-05-19;2024-05-17;Weber AG;4149.47;4485.58;8635.05;überfällig
INV-2024-50010;2024-05-23;2024-05-21;Payfix GmbH,Wallee AG;1453.66;1571.41;3025.07;offen
INV-2024-50011;2024-05-17;2024-05-15;Schmid AG;1658.32;1792.64;3450.96;offen
INV-2024-50012;2024-05-28;2024-05-26;Migros AG;3069.85;3318.51;6388.36;offen
INV-2024-50013;2024-05-11;2024-05-09;Meier GmbH;3826.3;4136.23;7962.53;offen
INV-2024-50014;2024-05-26;2024-05-24;Keller AG;1267.71;1370.39;2638.1;überfällig
INV-2024-50015;2024-05-05;2024-05-03;Meier GmbH;4518.31;4884.29;9402.6;überfällig
INV-2024-50016;2024-05-16;2024-05-14;Müller AG;3797.58;4105.18;7902.76;offen
INV-2024-50017;2024-05-08;2024-05-06;Weber AG;1713.79;1852.61;3566.4;überfällig
INV-2024-50018;2024-05-27;2024-05-25;City Kiosk Bern;2726.67;2947.53;5674.2;bezahlt
INV-2024-50019;2024-05-05;2024-05-03;Meier GmbH;636.81;688.39;1325.2;überfällig
INV-2024-50020;2024-05-06;2024-05-04;Weber AG;4095.26;4426.98;8522.24;überfällig
INV-2024-50021;2024-05-30;2024-05-28;Huber GmbH;1454.6;1572.42;3027.02;bezahlt
INV-2024-50022;2024-05-09;2024-05-07;Migros AG;2447.47;2645.72;5093.19;bezahlt
INV-2024-50023;2024-05-30;2024-05-28;Huber GmbH;2642.42;2856.46;5498.88;bezahlt
INV-2024-50024;2024-05-19;2024-05-17;Keller AG;1738.29;1879.09;3617.38;offen
INV-2024-50025;2024-05-16;2024-05-14;Müller AG;1949.7;2107.63;4057.33;überfällig
INV-2024-50026;2024-05-15;2024-05-13;Schmid AG;2672.26;2888.71;5560.97;bezahlt
INV-2024-50027;2024-05-07;2024-05-05;Meier GmbH;630.03;681.06;1311.09;überfällig
INV-2024-50028;2024-05-05;2024-05-03;coop AG;2633.59;2846.91;5480.5;offen
INV-2024-50029;2024-05-12;2024-05-10;coop AG;2390.2;2583.81;4974.01;bezahlt
INV-2024-50030;2024-05-16;2024-05-14;Keller AG;2596.23;2806.52;5402.75;offen
INV-2024-50031;2024-05-22;2024-05-20;Migros AG;4851.73;5244.72;10096.45;offen
INV-2024-50032;2024-05-03;2024-05-01;coop AG;3311.66;3579.9;6891.56;offen
INV-2024-50033;2024-06-01;2024-05-30;Müller AG;3308.58;3576.57;6885.15;offen
INV-2024-50034;2024-05-08;2024-05-06;Keller AG;3554.45;3842.36;7396.81;offen
INV-2024-50035;2024-05-26;2024-05-24;City Kiosk Bern;4976.64;5379.75;10356.39;bezahlt
INV-2024-50036;2024-05-25;2024-05-23;Keller AG;3411.73;3688.08;7099.81;überfällig
INV-2024-50037;2024-05-13;2024-05-11;Migros AG;516.91;558.78;1075.69;offen
INV-2024-50038;2024-05-17;2024-05-15;coop AG;2455.73;2654.64;5110.37;überfällig
INV-2024-50039;2024-05-19;2024-05-17;Huber GmbH;2359.6;2550.73;4910.33;überfällig
INV-2024-50040;2024-05-12;2024-05-10;Migros AG;2054.11;2220.49;4274.6;überfällig
INV-2024-50041;2024-05-31;2024-05-29;Keller AG;1595.37;1724.59;3319.96;überfällig
INV-2024-50042;2024-05-27;2024-05-25;Meier GmbH;1500.98;1622.56;3123.54;offen
INV-2024-50043;2024-05-05;2024-05-03;Payfix GmbH,Wallee AG;3628.42;3922.32;7550.74;überfällig
INV-2024-50044;2024-05-15;2024-05-13;Weber AG;2524.66;2729.16;5253.82;offen
INV-2024-50045;2024-05-30;2024-05-28;Schmid AG;719.53;777.81;1497.34;überfällig
INV-2024-50046;2024-06-01;2024-05-30;City Kiosk Bern;4936.74;5336.62;10273.36;offen
INV-2024-50047;2024-05-19;2024-05-17;Huber GmbH;314.48;339.95;654.43;überfällig
INV-2024-50048;2024-05-25;2024-05-23;Payfix GmbH,Wallee AG;2216.36;2395.89;4612.25;überfällig
INV-2024-50049;2024-05-16;2024-05-14;Schmid AG;2469.35;2669.37;5138.72;bezahlt
INV-2024-50050;2024-06-01;2024-05-30;Huber GmbH;2688.62;2906.4;5595.02;überfällig
INV-2024-50051;2024-05-05;2024-05-03;Migros AG;4549.92;4918.46;9468.38;offen
INV-2024-50052;2024-05-29;2024-05-27;Migros AG;4507.94;4873.08;9381.02;überfällig
INV-2024-50053;2024-05-09;2024-05-07;City Kiosk Bern;982.63;1062.22;2044.85;überfällig
INV-2024-50054;2024-05-31;2024-05-29;Payfix GmbH,Wallee AG;2783.92;3009.42;5793.34;offen
INV-2024-50055;2024-06-01;2024-05-30;Meier GmbH;362.11;391.44;753.55;bezahlt
INV-2024-50056;2024-05-11;2024-05-09;Schmid AG;4393.49;4749.36;9142.85;überfällig
INV-2024-50057;2024-05-13;2024-05-11;Migros AG;2190.08;2367.48;4557.56;bezahlt
INV-2024-50058;2024-05-25;2024-05-23;Payfix GmbH,Wallee AG;3524.81;3810.32;7335.13;bezahlt
INV-2024-50059;2024-05-12;2024-05-10;City Kiosk Bern;1477.82;1597.52;3075.34;offen
INV-2024-50060;2024-05-08;2024-05-06;Payfix GmbH,Wallee AG;2770.69;2995.12;5765.81;bezahlt
INV-2024-50061;2024-05-02;2024-04-30;Migros AG;4273.11;4619.23;8892.34;offen
INV-2024-50062;2024-05-18;2024-05-16;Huber GmbH;3406.41;3682.33;7088.74;überfällig
INV-2024-50063;2024-05-26;2024-05-24;Huber GmbH;3939.43;4258.52;8197.95;überfällig
INV-2024-50064;2024-05-19;2024-05-17;Payfix GmbH,Wallee AG;3767.22;4072.36;7839.58;offen
INV-2024-50065;2024-06-01;2024-05-30;coop AG;562.87;608.46;1171.33;bezahlt
INV-2024-50066;2024-05-09;2024-05-07;City Kiosk Bern;2527.86;2732.62;5260.48;bezahlt
INV-2024-50067;2024-05-07;2024-05-05;Huber GmbH;1135.93;1227.94;2363.87;überfällig
INV-2024-50068;2024-05-15;2024-05-13;Schmid AG;4015.97;4341.26;8357.23;bezahlt
INV-2024-50069;2024-05-08;2024-05-06;Huber GmbH;4681.72;5060.94;9742.66;offen
INV-2024-50070;2024-05-12;2024-05-10;Müller AG;1488.14;1608.68;3096.82;offen
INV-2024-50071;2024-06-01;2024-05-30;Schmid AG;223.69;241.81;465.5;offen
INV-2024-50072;2024-05-20;2024-05-18;Payfix GmbH,Wallee AG;3788.21;4095.06;7883.27;überfällig
INV-2024-50073;2024-05-30;2024-05-28;Weber AG;1557.82;1684.0;3241.82;überfällig
INV-2024-50074;2024-05-04;2024-05-02;Weber AG;2607.75;2818.98;5426.73;offen
INV-2024-50075;2024-05-29;2024-05-27;Meier GmbH;1111.13;1201.13;2312.26;bezahlt
INV-2024-50076;2024-05-02;2024-04-30;Huber GmbH;4555.22;4924.19;9479.41;bezahlt
INV-2024-50077;2024-05-15;2024-05-13;Müller AG;4495.79;4859.95;9355.74;offen
INV-2024-50078;2024-05-25;2024-05-23;Huber GmbH;1660.79;1795.31;3456.1;bezahlt
INV-2024-50079;2024-05-10;2024-05-08;Weber AG;1184.47;1280.41;2464.88;überfällig
INV-2024-50080;2024-05-24;2024-05-22;City Kiosk Bern;2758.43;2981.86;5740.29;offen
INV-2024-50081;2024-05-03;2024-05-01;Keller AG;2393.53;2587.41;4980.94;bezahlt
INV-2024-50082;2024-05-09;2024-05-07;coop AG;3328.6;3598.22;6926.82;bezahlt
INV-2024-50083;2024-05-16;2024-05-14;Weber AG;766.41;828.49;1594.9;überfällig
INV-2024-50084;2024-05-03;2024-05-01;Huber GmbH;2718.67;2938.88;5657.55;überfällig
INV-2024-50085;2024-05-25;2024-05-23;Huber GmbH;424.53;458.92;883.45;bezahlt
INV-2024-50086;2024-05-29;2024-05-27;Schmid AG;1385.84;1498.09;2883.93;bezahlt
INV-2024-50087;2024-05-07;2024-05-05;Migros AG;2432.92;2629.99;5062.91;offen
INV-2024-50088;2024-05-05;2024-05-03;Huber GmbH;3333.75;3603.78;6937.53;offen
INV-2024-50089;2024-05-26;2024-05-24;Migros AG;852.56;921.62;1774.18;überfällig
INV-2024-50090;2024-05-04;2024-05-02;coop AG;803.67;868.77;1672.44;überfällig
INV-2024-50091;2024-05-13;2024-05-11;Meier GmbH;484.89;524.17;1009.06;offen
INV-2024-50092;2024-05-16;2024-05-14;Migros AG;978.4;1057.65;2036.05;bezahlt
INV-2024-50093;2024-05-20;2024-05-18;City Kiosk Bern;4760.12;5145.69;9905.81;überfällig
INV-2024-50094;2024-05-11;2024-05-09;Huber GmbH;2330.51;2519.28;4849.79;bezahlt
INV-2024-50095;2024-05-03;2024-05-01;City Kiosk Bern;2181.83;2358.56;4540.39;überfällig
INV-2024-50096;2024-05-27;2024-05-25;City Kiosk Bern;2962.52;3202.48;6165.0;bezahlt
INV-2024-50097;2024-05-22;2024-05-20;Müller AG;1596.39;1725.7;3322.09;überfällig
INV-2024-50098;2024-05-17;2024-05-15;coop AG;3166.69;3423.19;6589.88;überfällig
INV-2024-50099;2024-05-15;2024-05-13;Payfix GmbH,Wallee AG;656.35;709.51;1365.86;bezahlt
INV-2024-50100;2024-05-27;2024-05-25;Meier GmbH;693.54;749.72;1443.26;bezahlt
INV-2024-50101;2024-05-10;2024-05-08;Weber AG;4942.33;5342.66;10284.99;überfällig
INV-2024-50102;2024-05-18;2024-05-16;coop AG;4929.66;5328.96;10258.62;bezahlt
INV-2024-50103;2024-06-01;2024-05-30;City Kiosk Bern;1854.32;2004.52;3858.84;offen
INV-2024-50104;2024-05-11;2024-05-09;coop AG;2910.1;3145.82;6055.92;überfällig
INV-2024-50105;2024-05-21;2024-05-19;coop AG;909.86;983.56;1893.42;bezahlt
INV-2024-50106;2024-05-16;2024-05-14;Meier GmbH;4404.72;4761.5;9166.22;überfällig
INV-2024-50107;2024-05-10;2024-05-08;Migros AG;4769.08;5155.38;9924.46;bezahlt
INV-2024-50108;2024-05-05;2024-05-03;Weber AG;3613.73;3906.44;7520.17;überfällig
INV-2024-50109;2024-05-12;2024-05-10;Meier GmbH;3213.03;3473.29;6686.32;offen
INV-2024-60001;2024-06-14;2024-06-12;Migros AG;405.41;438.25;843.66;überfällig
INV-2024-60002;2024-06-18;2024-06-16;Payfix GmbH,Wallee AG;212.25;229.44;441.69;bezahlt
INV-2024-60003;2024-06-02;2024-05-31;Schmid AG;3741.59;4044.66;7786.25;überfällig
INV-2024-60004;2024-06-21;2024-06-19;Payfix GmbH,Wallee AG;2337.23;2526.55;4863.78;bezahlt
INV-2024-60005;2024-06-03;2024-06-01;Huber GmbH;4017.39;4342.8;8360.19;überfällig
INV-2024-60006;2024-06-22;2024-06-20;Müller AG;4604.81;4977.8;9582.61;offen
INV-2024-60007;2024-06-17;2024-06-15;coop AG;1891.28;2044.47;3935.75;überfällig
INV-2024-60008;2024-07-01;2024-06-29;Weber AG;2888.96;3122.97;6011.93;überfällig
INV-2024-60009;2024-06-04;2024-06-02;Payfix GmbH,Wallee AG;3700.74;4000.5;7701.24;bezahlt
INV-2024-60010;2024-06-20;2024-06-18;Migros AG;3227.52;3488.95;6716.47;offen
INV-2024-60011;2024-06-04;2024-06-02;City Kiosk Bern;3135.64;3389.63;6525.27;bezahlt
INV-2024-60012;2024-06-24;2024-06-22;Schmid AG;2928.7;3165.92;6094.62;offen
