Rechnung Nr;Rechnung Datum;Auftrag Datum;Kunde;Total ohne MwSt;MwSt 8.1%;Endtotal;Status
INV-2025-30059;2025-03-28;2025-03-26;Weber AG;1164.23;1258.53;2422.76;offen
INV-2025-30060;2025-03-18;2025-03-16;Huber GmbH;3890.29;4205.4;8095.69;bezahlt
INV-2025-30061;2025-03-04;2025-03-02;Keller AG;328.64;355.26;683.9;offen
INV-2025-30062;2025-03-08;2025-03-06;Müller AG;2945.44;3184.02;6129.46;bezahlt
INV-2025-30063;2025-03-20;2025-03-18;Huber GmbH;598.29;646.75;1245.04;überfällig
INV-2025-30064;2025-03-05;2025-03-03;Müller AG;594.06;642.18;1236.24;überfällig
INV-2025-30065;2025-04-01;2025-03-30;Huber GmbH;1218.72;1317.44;2536.16;offen
INV-2025-30066;2025-03-27;2025-03-25;Weber AG;649.26;701.85;1351.11;offen
INV-2025-30067;2025-03-08;2025-03-06;coop AG;1504.87;1626.76;3131.63;bezahlt
INV-2025-30068;2025-03-09;2025-03-07;Huber GmbH;4658.7;5036.05;9694.75;bezahlt
INV-2025-30069;2025-03-02;2025-02-28;Keller AG;4004.86;4329.25;8334.11;bezahlt
INV-2025-30070;2025-03-19;2025-03-17;City Kiosk Bern;2926.61;3163.67;6090.28;überfällig
INV-2025-30071;2025-03-24;2025-03-22;Migros AG;1572.69;1700.08;3272.77;offen
INV-2025-30072;2025-03-25;2025-03-23;Migros AG;2032.67;2197.32;4229.99;offen
INV-2025-30073;2025-03-20;2025-03-18;Müller AG;1912.17;2067.06;3979.23;bezahlt
INV-2025-30074;2025-03-12;2025-03-10;City Kiosk Bern;1712.02;1850.69;3562.71;überfällig
INV-2025-30075;2025-03-25;2025-03-23;City Kiosk Bern;1109.35;1199.21;2308.56;offen
INV-2025-30076;2025-03-20;2025-03-18;Huber GmbH;2862.92;3094.82;5957.74;überfällig
INV-2025-30077;2025-03-15;2025-03-13;coop AG;1416.12;1530.83;2946.95;bezahlt
INV-2025-30078;2025-03-30;2025-03-28;Migros AG;634.6;686.0;1320.6;bezahlt
INV-2025-30079;2025-03-24;2025-03-22;Weber AG;2046.4;2212.16;4258.56;überfällig
INV-2025-30080;2025-03-12;2025-03-10;City Kiosk Bern;1150.54;1243.73;2394.27;bezahlt
INV-2025-30081;2025-03-29;2025-03-27;Keller AG;4023.52;4349.43;8372.95;überfällig
INV-2025-30082;2025-03-14;2025-03-12;Huber GmbH;3891.13;4206.31;8097.44;offen
INV-2025-30083;2025-03-11;2025-03-09;Payfix GmbH,Wallee AG;3737.2;4039.91;7777.11;überfällig
INV-2025-30084;2025-03-24;2025-03-22;Migros AG;4140.55;4475.93;8616.48;offen
INV-2025-30085;2025-03-28;2025-03-26;coop AG;121.75;131.61;253.36;überfällig
INV-2025-30086;2025-03-06;2025-03-04;Weber AG;4725.6;5108.37;9833.97;offen
INV-2025-30087;2025-03-12;2025-03-10;Keller AG;243.48;263.2;506.68;offen
INV-2025-30088;2025-03-08;2025-03-06;Keller AG;4887.75;5283.66;10171.41;überfällig
INV-2025-30089;2025-03-06;2025-03-04;Müller AG;2348.85;2539.11;4887.96;überfällig
INV-2025-30090;2025-03-24;2025-03-22;Meier GmbH;3424.01;3701.35;7125.36;überfällig
INV-2025-30091;2025-03-14;2025-03-12;Payfix GmbH,Wallee AG;1746.21;1887.65;3633.86;überfällig
INV-2025-30092;2025-03-08;2025-03-06;City Kiosk Bern;1985.66;2146.5;4132.16;offen
INV-2025-30093;2025-03-05;2025-03-03;Keller AG;4417.09;4774.87;9191.96;überfällig
INV-2025-30094;2025-03-16;2025-03-14;Migros AG;593.44;641.51;1234.95;offen
INV-2025-30095;2025-03-20;2025-03-18;Müller AG;550.81;595.43;1146.24;überfällig
INV-2025-30096;2025-03-14;2025-03-12;Huber GmbH;4859.08;5252.67;10111.75;bezahlt
INV-2025-30097;2025-03-09;2025-03-07;Müller AG;277.6;300.09;577.69;bezahlt
INV-2025-30098;2025-03-26;2025-03-24;City Kiosk Bern;4362.74;4716.12;9078.86;überfällig
INV-2025-30099;2025-03-25;2025-03-23;Payfix GmbH,Wallee AG;4385.64;4740.88;9126.52;überfällig
INV-2025-30100;2025-03-30;2025-03-28;Müller AG;4793.19;5181.44;9974.63;bezahlt
INV-2025-30101;2025-03-21;2025-03-19;City Kiosk Bern;4313.77;4663.19;8976.96;offen
INV-2025-30102;2025-03-05;2025-03-03;Schmid AG;3218.97;3479.71;6698.68;bezahlt
INV-2025-30103;2025-03-07;2025-03-05;Schmid AG;3221.44;3482.38;6703.82;offen
INV-2025-30104;2025-03-26;2025-03-24;Payfix GmbH,Wallee AG;576.88;623.61;1200.49;überfällig
INV-2025-30105;2025-03-17;2025-03-15;Meier GmbH;968.03;1046.44;2014.47;offen
INV-2025-30106;2025-03-17;2025-03-15;City Kiosk Bern;2745.7;2968.1;5713.8;bezahlt
INV-2025-30107;2025-03-27;2025-03-25;Migros AG;4097.75;4429.67;8527.42;überfällig
INV-2025-30108;2025-03-23;2025-03-21;Schmid AG;2460.47;2659.77;5120.24;überfällig
INV-2025-30109;2025-03-11;2025-03-09;Weber AG;4199.09;4539.22;8738.31;bezahlt
INV-2025-40001;2025-04-17;2025-04-15;coop AG;2214.99;2394.4;4609.39;überfällig
INV-2025-40002;2025-04-18;2025-04-16;Weber AG;271.21;293.18;564.39;überfällig
INV-2025-40003;2025-04-07;2025-04-05;Weber AG;2093.06;2262.6;4355.66;überfällig
INV-2025-40004;2025-04-09;2025-04-07;City Kiosk Bern;4029.05;4355.4;8384.45;überfällig
INV-2025-40005;2025-04-30;2025-04-28;Müller AG;4211.44;4552.57;8764.01;offen
INV-2025-40006;2025-04-12;2025-04-10;City Kiosk Bern;2252.7;2435.17;4687.87;überfällig
INV-2025-40007;2025-04-07;2025-04-05;Huber GmbH;4829.99;5221.22;10051.21;bezahlt
INV-2025-40008;2025-04-12;2025-04-10;Weber AG;1338.63;1447.06;2785.69;bezahlt
INV-2025-40009;2025-04-08;2025-04-06;Müller AG;1792.46;1937.65;3730.11;bezahlt
INV-2025-40010;2025-04-10;2025-04-08;City Kiosk Bern;3485.98;3768.34;7254.32;überfällig
INV-2025-40011;2025-04-05;2025-04-03;Schmid AG;4285.17;4632.27;8917.44;offen
INV-2025-40012;2025-04-17;2025-04-15;Payfix GmbH,Wallee AG;4527.04;4893.73;9420.77;überfällig
INV-2025-40013;2025-04-15;2025-04-13;Huber GmbH;2548.12;2754.52;5302.64;bezahlt
INV-2025-40014;2025-04-04;2025-04-02;Schmid AG;3617.37;3910.38;7527.75;überfällig
INV-2025-40015;2025-04-02;2025-03-31;Meier GmbH;3086.99;3337.04;6424.03;offen
INV-2025-40016;2025-04-21;2025-04-19;Payfix GmbH,Wallee AG;3002.84;3246.07;6248.91;bezahlt
INV-2025-40017;2025-04-13;2025-04-11;Weber AG;3286.12;3552.3;6838.42;offen
INV-2025-40018;2025-04-19;2025-04-17;coop AG;340.29;367.85;708.14;bezahlt
INV-2025-40019;2025-04-11;2025-04-09;City Kiosk Bern;540.09;583.84;1123.93;bezahlt
INV-2025-40020;2025-04-22;2025-04-20;Müller AG;1684.42;1820.86;3505.28;überfällig
INV-2025-40021;2025-04-09;2025-04-07;coop AG;4206.47;4547.19;8753.66;überfällig
INV-2025-40022;2025-04-17;2025-04-15;Schmid AG;2010.95;2173.84;4184.79;offen
INV-2025-40023;2025-04-25;2025-04-23;Huber GmbH;4102.52;4434.82;8537.34;bezahlt
INV-2025-40024;2025-04-07;2025-04-05;Keller AG;1912.35;2067.25;3979.6;offen
INV-2025-40025;2025-04-09;2025-04-07;Meier GmbH;2912.86;3148.8;6061.66;überfällig
INV-2025-40026;2025-04-05;2025-04-03;Schmid AG;693.59;749.77;1443.36;offen
INV-2025-40027;2025-04-08;2025-04-06;coop AG;223.01;241.07;464.08;bezahlt
INV-2025-40028;2025-04-24;2025-04-22;Schmid AG;2132.43;2305.16;4437.59;bezahlt
INV-2025-40029;2025-04-18;2025-04-16;City Kiosk Bern;2935.57;3173.35;6108.92;bezahlt
INV-2025-40030;2025-04-11;2025-04-09;Müller AG;1010.85;1092.73;2103.58;überfällig
INV-2025-40031;2025-04-29;2025-04-27;Keller AG;761.54;823.22;1584.76;bezahlt
INV-2025-40032;2025-04-07;2025-04-05;City Kiosk Bern;1893.74;2047.13;3940.87;bezahlt
INV-2025-40033;2025-04-26;2025-04-24;Migros AG;1676.95;1812.78;3489.73;offen
INV-2025-40034;2025-04-20;2025-04-18;coop AG;444.13;480.1;924.23;überfällig
INV-2025-40035;2025-04-06;2025-04-04;Payfix GmbH,Wallee AG;321.08;347.09;668.17;bezahlt
INV-2025-40036;2025-04-22;2025-04-20;City Kiosk Bern;1523.48;1646.88;3170.36;offen
INV-2025-40037;2025-05-01;2025-04-29;coop AG;801.74;866.68;1668.42;offen
INV-2025-40038;2025-04-04;2025-04-02;Müller AG;4052.7;4380.97;8433.67;bezahlt
INV-2025-40039;2025-04-03;2025-04-01;Meier GmbH;2313.61;2501.01;4814.62;überfällig
INV-2025-40040;2025-04-15;2025-04-13;City Kiosk Bern;1013.75;1095.86;2109.61;bezahlt
INV-2025-40041;2025-04-05;2025-04-03;Migros AG;163.01;176.21;339.22;überfällig
INV-2025-40042;2025-04-02;2025-03-31;Huber GmbH;853.17;922.28;1775.45;offen
INV-2025-40043;2025-04-04;2025-04-02;coop AG;4159.9;4496.85;8656.75;offen
INV-2025-40044;2025-04-27;2025-04-25;Meier GmbH;3824.02;4133.77;7957.79;offen
INV-2025-40045;2025-04-19;2025-04-17;City Kiosk Bern;3764.47;4069.39;7833.86;offen
INV-2025-40046;2025-04-11;2025-04-09;Schmid AG;4218.08;4559.74;8777.82;bezahlt
INV-2025-40047;2025-04-07;2025-04-05;Huber GmbH;1297.22;1402.29;2699.51;überfällig
INV-2025-40048;2025-04-20;2025-04-18;Müller AG;2882.18;3115.64;5997.82;überfällig
INV-2025-40049;2025-04-10;2025-04-08;Huber GmbH;3440.14;3718.79;7158.93;bezahlt
INV-2025-40050;2025-04-07;2025-04-05;Huber GmbH;2207.02;2385.79;4592.81;bezahlt
INV-2025-40051;2025-04-21;2025-04-19;Meier GmbH;633.57;684.89;1318.46;offen
INV-2025-40052;2025-05-01;2025-04-29;Meier GmbH;1606.11;1736.2;3342.31;offen
INV-2025-40053;2025-04-22;2025-04-20;Migros AG;1387.39;1499.77;2887.16;überfällig
INV-2025-40054;2025-04-06;2025-04-04;Keller AG;3609.62;3902.0;7511.62;überfällig
INV-2025-40055;2025-04-25;2025-04-23;Keller AG;4313.59;4662.99;8976.58;überfällig
INV-2025-40056;2025-04-18;2025-04-16;Migros AG;2059.73;2226.57;4286.3;offen
INV-2025-40057;2025-04-21;2025-04-19;Meier GmbH;4255.4;4600.09;8855.49;offen
INV-2025-40058;2025-04-19;2025-04-17;Migros AG;2503.06;2705.81;5208.87;überfällig
INV-2025-40059;2025-04-23;2025-04-21;Schmid AG;3531.22;3817.25;7348.47;offen
INV-2025-40060;2025-04-24;2025-04-22;Müller AG;1334.98;1443.11;2778.09;offen
INV-2025-40061;2025-04-26;2025-04-24;City Kiosk Bern;4452.58;4813.24;9265.82;überfällig
INV-2025-40062;2025-04-04;2025-04-02;Schmid AG;3266.94;3531.56;6798.5;überfällig
INV-2025-40063;2025-04-16;2025-04-14;Keller AG;4733.18;5116.57;9849.75;offen
INV-2025-40064;2025-04-20;2025-04-18;Keller AG;2021.11;2184.82;4205.93;überfällig
INV-2025-40065;2025-05-01;2025-04-29;Payfix GmbH,Wallee AG;1825.56;1973.43;3798.99;überfällig
INV-2025-40066;2025-04-24;2025-04-22;coop AG;4409.83;4767.03;9176.86;bezahlt
INV-2025-40067;2025-04-08;2025-04-06;City Kiosk Bern;1911.19;2066.0;3977.19;überfällig
INV-2025-40068;2025-04-09;2025-04-07;Schmid AG;2188.1;2365.34;4553.44;bezahlt
INV-2025-40069;2025-05-01;2025-04-29;Müller AG;4613.15;4986.82;9599.97;bezahlt
INV-2025-40070;2025-04-06;2025-04-04;Müller AG;1333.05;1441.03;2774.08;offen
INV-2025-40071;2025-04-15;2025-04-13;Huber GmbH;3734.04;4036.5;7770.54;offen
INV-2025-40072;2025-04-25;2025-04-23;City Kiosk Bern;1243.61;1344.34;2587.95;bezahlt
INV-2025-40073;2025-04-04;2025-04-02;Payfix GmbH,Wallee AG;685.01;740.5;1425.51;überfällig
INV-2025-40074;2025-04-12;2025-04-10;coop AG;4879.46;5274.7;10154.16;überfällig
INV-2025-40075;2025-04-24;2025-04-22;Payfix GmbH,Wallee AG;3001.02;3244.1;6245.12;offen
INV-2025-40076;2025-04-18;2025-04-16;City Kiosk Bern;4616.81;4990.77;9607.58;offen
INV-2025-40077;2025-04-22;2025-04-20;Müller AG;3454.24;3734.03;7188.27;bezahlt
INV-2025-40078;2025-04-29;2025-04-27;Müller AG;2497.69;2700.0;5197.69;bezahlt
INV-2025-40079;2025-04-21;2025-04-19;Huber GmbH;3249.26;3512.45;6761.71;überfällig
INV-2025-40080;2025-04-15;2025-04-13;Schmid AG;693.74;749.93;1443.67;bezahlt
INV-2025-40081;2025-04-10;2025-04-08;City Kiosk Bern;1015.29;1097.53;2112.82;überfällig
INV-2025-40082;2025-04-05;2025-04-03;Schmid AG;882.87;954.38;1837.25;bezahlt
INV-2025-40083;2025-04-02;2025-03-31;Meier GmbH;3332.1;3602.0;6934.1;überfällig
INV-2025-40084;2025-04-13;2025-04-11;coop AG;2081.05;2249.62;4330.67;bezahlt
INV-2025-40085;2025-04-10;2025-04-08;Schmid AG;132.63;143.37;276.0;offen
INV-2025-40086;2025-04-07;2025-04-05;Weber AG;1407.42;1521.42;2928.84;überfällig
INV-2025-40087;2025-04-07;2025-04-05;Migros AG;3339.24;3609.72;6948.96;überfällig
INV-2025-40088;2025-04-23;2025-04-21;Migros AG;759.82;821.37;1581.19;offen
INV-2025-40089;2025-04-30;2025-04-28;Migros AG;174.54;188.68;363.22;offen
INV-2025-40090;2025-04-08;2025-04-06;Meier GmbH;2091.02;2260.39;4351.41;überfällig
INV-2025-40091;2025-04-03;2025-04-01;City Kiosk Bern;2373.37;2565.61;4938.98;offen
INV-2025-40092;2025-04-05;2025-04-03;coop AG;2137.03;2310.13;4447.16;bezahlt
INV-2025-40093;2025-04-15;2025-04-13;Müller AG;2973.32;3214.16;6187.48;offen
INV-2025-40094;2025-04-24;2025-04-22;City Kiosk Bern;3656.27;3952.43;7608.7;bezahlt
INV-2025-40095;2025-04-26;2025-04-24;Müller AG;2252.25;2434.68;4686.93;offen
INV-2025-40096;2025-04-06;2025-04-04;coop AG;1748.94;1890.6;3639.54;bezahlt
INV-2025-40097;2025-04-29;2025-04-27;Payfix GmbH,Wallee AG;539.57;583.28;1122.85;offen
INV-2025-40098;2025-04-19;2025-04-17;Schmid AG;3082.48;3332.16;6414.64;offen
INV-2025-40099;2025-04-18;2025-04-16;coop AG;3512.92;3797.47;7310.39;offen
INV-2025-40100;2025-04-08;2025-04-06;Migros AG;4904.83;5302.12;10206.95;überfällig
INV-2025-40101;2025-04-14;2025-04-12;Schmid AG;4352.52;4705.07;9057.59;bezahlt
INV-2025-40102;2025-04-13;2025-04-11;Meier GmbH;2368.12;2559.94;4928.06;offen
INV-2025-40103;2025-04-28;2025-04-26;coop AG;2098.72;2268.72;4367.44;offen
INV-2025-40104;2025-04-16;2025-04-14;Migros AG;1933.78;2090.42;4024.2;bezahlt
INV-2025-40105;2025-04-25;2025-04-23;coop AG;3706.95;4007.21;7714.16;bezahlt
INV-2025-40106;2025-04-08;2025-04-06;City Kiosk Bern;4523.63;4890.04;9413.67;bezahlt
INV-2025-40107;2025-04-12;2025-04-10;Meier GmbH;1411.45;1525.78;2937.23;überfällig
INV-2025-40108;2025-04-17;2025-04-15;Schmid AG;3638.32;3933.02;7571.34;bezahlt
INV-2025-40109;2025-04-07;2025-04-05;Schmid AG;2689.18;2907.0;5596.18;bezahlt
INV-2025-50001;2025-05-28;2025-05-26;Weber AG;4125.28;4459.43;8584.71;überfällig
INV-2025-50002;2025-05-19;2025-05-17;Payfix GmbH,Wallee AG;4017.32;4342.72;8360.04;offen
INV-2025-50003;2025-05-03;2025-05-01;Migros AG;2205.43;2384.07;4589.5;bezahlt
INV-2025-50004;2025-05-03;2025-05-01;Huber GmbH;1314.62;1421.1;2735.72;offen
INV-2025-50005;2025-05-31;2025-05-29;Huber GmbH;317.34;343.04;660.38;bezahlt
INV-2025-50006;2025-05-07;2025-05-05;Meier GmbH;2112.37;2283.47;4395.84;bezahlt
INV-2025-50007;2025-05-31;2025-05-29;Schmid AG;1342.64;1451.39;2794.03;offen
INV-2025-50008;2025-05-17;2025-05-15;coop AG;2080.61;2249.14;4329.75;überfällig
INV-2025-50009;2025-05-23;2025-05-21;Müller AG;1890.26;2043.37;3933.63;überfällig
INV-2025-50010;2025-05-02;2025-04-30;coop AG;4926.17;5325.19;10251.36;überfällig
INV-2025-50011;2025-05-27;2025-05-25;Schmid AG;1568.22;1695.25;3263.47;offen
INV-2025-50012;2025-05-06;2025-05-04;Meier GmbH;2072.59;2240.47;4313.06;überfällig
INV-2025-50013;2025-05-18;2025-05-16;Payfix GmbH,Wallee AG;801.08;865.97;1667.05;bezahlt
INV-2025-50014;2025-05-17;2025-05-15;Payfix GmbH,Wallee AG;2126.75;2299.02;4425.77;überfällig
INV-2025-50015;2025-05-29;2025-05-27;coop AG;4288.52;4635.89;8924.41;bezahlt
INV-2025-50016;2025-05-12;2025-05-10;Keller AG;2215.08;2394.5;4609.58;bezahlt
INV-2025-50017;2025-05-17;2025-05-15;City Kiosk Bern;1703.12;1841.07;3544.19;offen
INV-2025-50018;2025-05-19;2025-05-17;Huber GmbH;1692.84;1829.96;3522.8;offen
INV-2025-50019;2025-05-29;2025-05-27;Payfix GmbH,Wallee AG;2662.76;2878.44;5541.2;überfällig
INV-2025-50020;2025-05-23;2025-05-21;Migros AG;989.25;1069.38;2058.63;bezahlt
INV-2025-50021;2025-05-30;2025-05-28;Keller AG;4428.52;4787.23;9215.75;überfällig
INV-2025-50022;2025-05-07;2025-05-05;Müller AG;127.89;138.25;266.14;überfällig
INV-2025-50023;2025-05-02;2025-04-30;Weber AG;3228.99;3490.54;6719.53;offen
INV-2025-50024;2025-05-15;2025-05-13;Meier GmbH;1687.79;1824.5;3512.29;überfällig
INV-2025-50025;2025-05-13;2025-05-11;Müller AG;3121.15;3373.96;6495.11;überfällig
INV-2025-50026;2025-05-14;2025-05-12;City Kiosk Bern;4362.81;4716.2;9079.01;überfällig
INV-2025-50027;2025-06-01;2025-05-30;Müller AG;775.45;838.26;1613.71;überfällig
INV-2025-50028;2025-05-11;2025-05-09;Schmid AG;3384.64;3658.8;7043.44;bezahlt
INV-2025-50029;2025-05-09;2025-05-07;Migros AG;2205.0;2383.61;4588.61;offen
INV-2025-50030;2025-05-04;2025-05-02;Payfix GmbH,Wallee AG;3031.88;3277.46;6309.34;offen
INV-2025-50031;2025-05-31;2025-05-29;Müller AG;3564.26;3852.97;7417.23;bezahlt
INV-2025-50032;2025-05-05;2025-05-03;Weber AG;720.25;778.59;1498.84;bezahlt
INV-2025-50033;2025-05-23;2025-05-21;Migros AG;4608.15;4981.41;9589.56;überfällig
INV-2025-50034;2025-05-14;2025-05-12;Meier GmbH;3768.92;4074.2;7843.12;überfällig
INV-2025-50035;2025-05-21;2025-05-19;coop AG;506.96;548.02;1054.98;überfällig
INV-2025-50036;2025-05-09;2025-05-07;Keller AG;3580.43;3870.44;7450.87;überfällig
INV-2025-50037;2025-05-19;2025-05-17;Keller AG;1245.37;1346.24;2591.61;überfällig
INV-2025-50038;2025-05-13;2025-05-11;Meier GmbH;2610.95;2822.44;5433.39;überfällig
INV-2025-50039;2025-05-29;2025-05-27;Müller AG;3649.47;3945.08;7594.55;überfällig
INV-2025-50040;2025-05-08;2025-05-06;Schmid AG;3072.86;3321.76;6394.62;offen
INV-2025-50041;2025-05-17;2025-05-15;Payfix GmbH,Wallee AG;4816.62;5206.77;10023.39;überfällig
INV-2025-50042;2025-05-22;2025-05-20;Weber AG;239.42;258.81;498.23;überfällig
INV-2025-50043;2025-05-04;2025-05-02;Meier GmbH;3114.96;3367.27;6482.23;bezahlt
INV-2025-50044;2025-05-17;2025-05-15;Schmid AG;3595.61;3886.85;7482.46;bezahlt
INV-2025-50045;2025-05-20;2025-05-18;Meier GmbH;2544.04;2750.11;5294.15;bezahlt
INV-2025-50046;2025-05-04;2025-05-02;City Kiosk Bern;3015.15;3259.38;6274.53;überfällig
INV-2025-50047;2025-05-06;2025-05-04;Weber AG;979.5;1058.84;2038.34;offen
INV-2025-50048;2025-05-23;2025-05-21;Migros AG;4912.38;5310.28;10222.66;offen
INV-2025-50049;2025-05-07;2025-05-05;Payfix GmbH,Wallee AG;2371.09;2563.15;4934.24;bezahlt
INV-2025-50050;2025-05-27;2025-05-25;Schmid AG;2870.74;3103.27;5974.01;überfällig
INV-2025-50051;2025-05-27;2025-05-25;coop AG;4707.17;5088.45;9795.62;bezahlt
INV-2025-50052;2025-05-13;2025-05-11;Müller AG;1074.5;1161.53;2236.03;bezahlt
INV-2025-50053;2025-05-23;2025-05-21;Weber AG;2470.6;2670.72;5141.32;überfällig
INV-2025-50054;2025-05-09;2025-05-07;coop AG;4313.53;4662.93;8976.46;überfällig
INV-2025-50055;2025-05-08;2025-05-06;Payfix GmbH,Wallee AG;1510.98;1633.37;3144.35;überfällig
INV-2025-50056;2025-05-21;2025-05-19;Migros AG;651.35;704.11;1355.46;bezahlt
INV-2025-50057;2025-05-23;2025-05-21;Payfix GmbH,Wallee AG;4185.69;4524.73;8710.42;überfällig
INV-2025-50058;2025-05-03;2025-05-01;Migros AG;1422.38;1537.59;2959.97;offen
INV-2025-50059;2025-05-13;2025-05-11;City Kiosk Bern;1210.98;1309.07;2520.05;offen
INV-2025-50060;2025-05-03;2025-05-01;Payfix GmbH,Wallee AG;1137.8;1229.96;2367.76;offen
INV-2025-50061;2025-05-23;2025-05-21;Migros AG;203.62;220.11;423.73;bezahlt
INV-2025-50062;2025-05-23;2025-05-21;coop AG;1876.03;2027.99;3904.02;offen
INV-2025-50063;2025-05-28;2025-05-26;City Kiosk Bern;4762.53;5148.29;9910.82;bezahlt
INV-2025-50064;2025-05-30;2025-05-28;City Kiosk Bern;541.13;584.96;1126.09;überfällig
INV-2025-50065;2025-05-20;2025-05-18;City Kiosk Bern;2690.35;2908.27;5598.62;bezahlt
INV-2025-50066;2025-05-21;2025-05-19;Migros AG;3302.36;3569.85;6872.21;bezahlt
INV-2025-50067;2025-05-20;2025-05-18;Huber GmbH;3958.43;4279.06;8237.49;bezahlt
INV-2025-50068;2025-05-29;2025-05-27;Payfix GmbH,Wallee AG;1305.71;1411.47;2717.18;bezahlt
INV-2025-50069;2025-05-02;2025-04-30;Keller AG;4790.77;5178.82;9969.59;überfällig
INV-2025-50070;2025-05-08;2025-05-06;Payfix GmbH,Wallee AG;2730.63;2951.81;5682.44;bezahlt
INV-2025-50071;2025-05-19;2025-05-17;Schmid AG;2581.17;2790.24;5371.41;offen
INV-2025-50072;2025-05-02;2025-04-30;coop AG;1258.86;1360.83;2619.69;offen
INV-2025-50073;2025-05-30;2025-05-28;Weber AG;928.88;1004.12;1933.0;bezahlt
INV-2025-50074;2025-05-14;2025-05-12;Huber GmbH;1865.72;2016.84;3882.56;offen
INV-2025-50075;2025-06-01;2025-05-30;Müller AG;2377.51;2570.09;4947.6;bezahlt
INV-2025-50076;2025-05-29;2025-05-27;Payfix GmbH,Wallee AG;1347.28;1456.41;2803.69;offen
INV-2025-50077;2025-05-21;2025-05-19;Meier GmbH;107.23;115.92;223.15;überfällig
INV-2025-50078;2025-05-24;2025-05-22;coop AG;104.33;112.78;217.11;überfällig
INV-2025-50079;2025-05-29;2025-05-27;Migros AG;1296.05;1401.03;2697.08;offen
INV-2025-50080;2025-05-05;2025-05-03;Payfix GmbH,Wallee AG;1687.97;1824.7;3512.67;bezahlt
INV-2025-50081;2025-05-11;2025-05-09;Migros AG;1858.2;2008.71;3866.91;überfällig
INV-2025-50082;2025-05-18;2025-05-16;coop AG;119.56;129.24;248.8;bezahlt
INV-2025-50083;2025-05-19;2025-05-17;Huber GmbH;4523.31;4889.7;9413.01;offen
INV-2025-50084;2025-05-11;2025-05-09;Keller AG;1854.14;2004.33;3858.47;überfällig
INV-2025-50085;2025-05-05;2025-05-03;Schmid AG;3014.19;3258.34;6272.53;überfällig
INV-2025-50086;2025-05-15;2025-05-13;Huber GmbH;4539.43;4907.12;9446.55;offen
INV-2025-50087;2025-05-08;2025-05-06;coop AG;1788.61;1933.49;3722.1;offen
INV-2025-50088;2025-05-24;2025-05-22;Migros AG;2577.56;2786.34;5363.9;bezahlt
INV-2025-50089;2025-05-11;2025-05-09;City Kiosk Bern;1001.07;1082.16;2083.23;bezahlt
INV-2025-50090;2025-05-08;2025-05-06;Meier GmbH;3806.04;4114.33;7920.37;überfällig
INV-2025-50091;2025-05-17;2025-05-15;Migros AG;3560.96;3849.4;7410.36;offen
INV-2025-50092;2025-05-25;2025-05-23;Payfix GmbH,Wallee AG;4880.78;5276.12;10156.9;überfällig
INV-2025-50093;2025-05-14;2025-05-12;Müller AG;610.51;659.96;1270.47;bezahlt
INV-2025-50094;2025-05-21;2025-05-19;Keller AG;2952.29;3191.43;6143.72;bezahlt
INV-2025-50095;2025-05-23;2025-05-21;Payfix GmbH,Wallee AG;3961.38;4282.25;8243.63;bezahlt
INV-2025-50096;2025-05-08;2025-05-06;Meier GmbH;4904.71;5301.99;10206.7;offen
INV-2025-50097;2025-05-06;2025-05-04;Huber GmbH;4033.09;4359.77;8392.86;bezahlt
INV-2025-50098;2025-05-08;2025-05-06;Schmid AG;2093.29;2262.85;4356.14;offen
INV-2025-50099;2025-06-01;2025-05-30;Müller AG;3120.19;3372.93;6493.12;bezahlt
INV-2025-50100;2025-05-30;2025-05-28;City Kiosk Bern;2793.12;3019.36;5812.48;bezahlt
INV-2025-50101;2025-05-02;2025-04-30;Keller AG;1712.91;1851.66;3564.57;überfällig
INV-2025-50102;2025-05-14;2025-05-12;Payfix GmbH,Wallee AG;1740.01;1880.95;3620.96;bezahlt
INV-2025-50103;2025-06-01;2025-05-30;Meier GmbH;4032.75;4359.4;8392.15;bezahlt
INV-2025-50104;2025-05-13;2025-05-11;Müller AG;4488.37;4851.93;9340.3;offen
INV-2025-50105;2025-05-04;2025-05-02;Huber GmbH;4053.4;4381.73;8435.13;offen
INV-2025-50106;2025-05-06;2025-05-04;Meier GmbH;3850.29;4162.16;8012.45;offen
INV-2025-50107;2025-05-09;2025-05-07;Keller AG;886.92;958.76;1845.68;bezahlt
INV-2025-50108;2025-05-09;2025-05-07;Migros AG;3478.67;3760.44;7239.11;überfällig
INV-2025-50109;2025-05-12;2025-05-10;coop AG;4224.5;4566.68;8791.18;offen
INV-2025-60001;2025-07-01;2025-06-29;Payfix GmbH,Wallee AG;2265.01;2448.48;4713.49;bezahlt
INV-2025-60002;2025-06-08;2025-06-06;Meier GmbH;2443.52;2641.45;5084.97;bezahlt
INV-2025-60003;2025-06-23;2025-06-21;Keller AG;4412.52;4769.93;9182.45;offen
INV-2025-60004;2025-06-19;2025-06-17;Meier GmbH;3160.24;3416.22;6576.46;offen
INV-2025-60005;2025-06-12;2025-06-10;City Kiosk Bern;4582.5;4953.68;9536.18;überfällig
INV-2025-60006;2025-06-09;2025-06-07;City Kiosk Bern;4097.49;4429.39;8526.88;bezahlt
INV-2025-60007;2025-06-10;2025-06-08;Huber GmbH;1842.41;1991.65;3834.06;offen
INV-2025-60008;2025-06-10;2025-06-08;Huber GmbH;3341.71;3612.39;6954.1;offen
