Rechnung Nr;Rechnung Datum;Auftrag Datum;Kunde;Total ohne MwSt;MwSt 8.1%;Endtotal;Status
INV-2023-30059;2023-03-16;2023-03-14;Migros AG;2559.49;2766.81;5326.3;offen
INV-2023-30060;2023-03-08;2023-03-06;Weber AG;400.8;433.26;834.06;offen
INV-2023-30061;2023-03-05;2023-03-03;coop AG;1361.07;1471.32;2832.39;bezahlt
INV-2023-30062;2023-03-26;2023-03-24;Huber GmbH;1576.3;1703.98;3280.28;bezahlt
INV-2023-30063;2023-03-28;2023-03-26;Weber AG;432.84;467.9;900.74;bezahlt
INV-2023-30064;2023-04-01;2023-03-30;Huber GmbH;2348.87;2539.13;4888.0;offen
INV-2023-30065;2023-03-02;2023-02-28;Meier GmbH;3866.87;4180.09;8046.96;bezahlt
INV-2023-30066;2023-03-31;2023-03-29;Schmid AG;3115.48;3367.83;6483.31;überfällig
INV-2023-30067;2023-03-24;2023-03-22;Meier GmbH;1763.55;1906.4;3669.95;bezahlt
INV-2023-30068;2023-03-02;2023-02-28;coop AG;1115.42;1205.77;2321.19;überfällig
INV-2023-30069;2023-03-05;2023-03-03;Müller AG;3619.51;3912.69;7532.2;offen
INV-2023-30070;2023-03-23;2023-03-21;Huber GmbH;218.23;235.91;454.14;überfällig
INV-2023-30071;2023-03-19;2023-03-17;Keller AG;1479.95;1599.83;3079.78;offen
INV-2023-30072;2023-03-23;2023-03-21;Keller AG;1112.24;1202.33;2314.57;überfällig
INV-2023-30073;2023-03-28;2023-03-26;Migros AG;3406.78;3682.73;7089.51;überfällig
INV-2023-30074;2023-03-29;2023-03-27;Keller AG;4262.84;4608.13;8870.97;offen
INV-2023-30075;2023-03-13;2023-03-11;Weber AG;2867.45;3099.71;5967.16;offen
INV-2023-30076;2023-03-31;2023-03-29;Meier GmbH;294.78;318.66;613.44;überfällig
INV-2023-30077;2023-03-13;2023-03-11;Müller AG;4917.29;5315.59;10232.88;überfällig
INV-2023-30078;2023-03-25;2023-03-23;Schmid AG;3040.59;3286.88;6327.47;überfällig
INV-2023-30079;2023-03-27;2023-03-25;Meier GmbH;2831.7;3061.07;5892.77;offen
INV-2023-30080;2023-03-12;2023-03-10;Müller AG;2581.78;2790.9;5372.68;offen
INV-2023-30081;2023-03-20;2023-03-18;Migros AG;407.56;440.57;848.13;überfällig
INV-2023-30082;2023-03-17;2023-03-15;Migros AG;932.28;1007.79;1940.07;offen
INV-2023-30083;2023-03-17;2023-03-15;Weber AG;127.42;137.74;265.16;bezahlt
INV-2023-30084;2023-03-28;2023-03-26;Migros AG;4640.73;5016.63;9657.36;offen
INV-2023-30085;2023-03-12;2023-03-10;Schmid AG;4248.75;4592.9;8841.65;bezahlt
INV-2023-30086;2023-03-07;2023-03-05;coop AG;2395.27;2589.29;4984.56;bezahlt
INV-2023-30087;2023-04-01;2023-03-30;Huber GmbH;416.21;449.92;866.13;offen
INV-2023-30088;2023-03-14;2023-03-12;Meier GmbH;4679.56;5058.6;9738.16;überfällig
INV-2023-30089;2023-03-22;2023-03-20;Keller AG;3722.32;4023.83;7746.15;offen
INV-2023-30090;2023-03-30;2023-03-28;Weber AG;4257.13;4601.96;8859.09;offen
INV-2023-30091;2023-03-26;2023-03-24;City Kiosk Bern;3781.37;4087.66;7869.03;offen
INV-2023-30092;2023-03-20;2023-03-18;Weber AG;1467.88;1586.78;3054.66;bezahlt
INV-2023-30093;2023-03-02;2023-02-28;Huber GmbH;167.35;180.91;348.26;überfällig
INV-2023-30094;2023-03-07;2023-03-05;coop AG;1645.32;1778.59;3423.91;offen
INV-2023-30095;2023-03-11;2023-03-09;Weber AG;4624.39;4998.97;9623.36;überfällig
INV-2023-30096;2023-03-02;2023-02-28;Keller AG;2848.12;3078.82;5926.94;überfällig
INV-2023-30097;2023-04-01;2023-03-30;Huber GmbH;2407.38;2602.38;5009.76;offen
INV-2023-30098;2023-03-20;2023-03-18;Schmid AG;2624.34;2836.91;5461.25;offen
INV-2023-30099;2023-03-07;2023-03-05;City Kiosk Bern;2483.18;2684.32;5167.5;offen
INV-2023-30100;2023-03-03;2023-03-01;Müller AG;1023.12;1105.99;2129.11;bezahlt
INV-2023-30101;2023-03-27;2023-03-25;Meier GmbH;4924.51;5323.4;10247.91;offen
INV-2023-30102;2023-03-20;2023-03-18;Migros AG;3058.95;3306.72;6365.67;offen
INV-2023-30103;2023-03-30;2023-03-28;Huber GmbH;3214.36;3474.72;6689.08;bezahlt
INV-2023-30104;2023-03-10;2023-03-08;Meier GmbH;2072.72;2240.61;4313.33;offen
INV-2023-30105;2023-03-10;2023-03-08;City Kiosk Bern;4201.07;4541.36;8742.43;bezahlt
INV-2023-30106;2023-03-24;2023-03-22;Weber AG;2189.18;2366.5;4555.68;offen
INV-2023-30107;2023-03-23;2023-03-21;Keller AG;1832.06;1980.46;3812.52;offen
INV-2023-30108;2023-03-03;2023-03-01;Migros AG;2318.72;2506.54;4825.26;überfällig
INV-2023-30109;2023-03-29;2023-03-27;Meier GmbH;3020.96;3265.66;6286.62;bezahlt
INV-2023-40001;2023-04-22;2023-04-20;Migros AG;4826.18;5217.1;10043.28;offen
INV-2023-40002;2023-04-23;2023-04-21;Huber GmbH;4019.16;4344.71;8363.87;bezahlt
INV-2023-40003;2023-04-30;2023-04-28;Huber GmbH;2741.12;2963.15;5704.27;bezahlt
INV-2023-40004;2023-04-05;2023-04-03;Schmid AG;3205.25;3464.88;6670.13;offen
INV-2023-40005;2023-04-10;2023-04-08;Keller AG;1515.94;1638.73;3154.67;überfällig
INV-2023-40006;2023-04-06;2023-04-04;Schmid AG;999.9;1080.89;2080.79;offen
INV-2023-40007;2023-04-23;2023-04-21;Huber GmbH;2979.73;3221.09;6200.82;bezahlt
INV-2023-40008;2023-04-06;2023-04-04;Huber GmbH;4813.68;5203.59;10017.27;überfällig
INV-2023-40009;2023-04-11;2023-04-09;Keller AG;4863.5;5257.44;10120.94;offen
INV-2023-40010;2023-04-15;2023-04-13;Migros AG;3996.54;4320.26;8316.8;überfällig
INV-2023-40011;2023-04-27;2023-04-25;Payfix GmbH,Wallee AG;495.06;535.16;1030.22;offen
INV-2023-40012;2023-04-15;2023-04-13;Huber GmbH;1416.23;1530.94;2947.17;bezahlt
INV-2023-40013;2023-04-09;2023-04-07;Payfix GmbH,Wallee AG;3169.33;3426.05;6595.38;überfällig
INV-2023-40014;2023-05-01;2023-04-29;Schmid AG;2138.71;2311.95;4450.66;überfällig
INV-2023-40015;2023-04-03;2023-04-01;Migros AG;733.47;792.88;1526.35;offen
INV-2023-40016;2023-04-23;2023-04-21;Weber AG;2669.39;2885.61;5555.0;offen
INV-2023-40017;2023-04-11;2023-04-09;coop AG;3081.39;3330.98;6412.37;bezahlt
INV-2023-40018;2023-04-18;2023-04-16;Keller AG;706.8;764.05;1470.85;offen
INV-2023-40019;2023-05-01;2023-04-29;City Kiosk Bern;3565.28;3854.07;7419.35;überfällig
INV-2023-40020;2023-04-21;2023-04-19;Müller AG;1596.61;1725.94;3322.55;offen
INV-2023-40021;2023-04-13;2023-04-11;Migros AG;4520.86;4887.05;9407.91;bezahlt
INV-2023-40022;2023-04-18;2023-04-16;coop AG;4247.55;4591.6;8839.15;offen
INV-2023-40023;2023-04-28;2023-04-26;Keller AG;4110.94;4443.93;8554.87;bezahlt
INV-2023-40024;2023-04-03;2023-04-01;Keller AG;3246.82;3509.81;6756.63;offen
INV-2023-40025;2023-04-17;2023-04-15;Meier GmbH;1683.21;1819.55;3502.76;überfällig
INV-2023-40026;2023-04-25;2023-04-23;Müller AG;2136.34;2309.38;4445.72;überfällig
INV-2023-40027;2023-04-25;2023-04-23;Huber GmbH;3115.52;3367.88;6483.4;offen
INV-2023-40028;2023-04-20;2023-04-18;Weber AG;1586.18;1714.66;3300.84;überfällig
INV-2023-40029;2023-04-22;2023-04-20;Payfix GmbH,Wallee AG;2720.26;2940.6;5660.86;bezahlt
INV-2023-40030;2023-04-05;2023-04-03;Keller AG;1478.3;1598.04;3076.34;bezahlt
INV-2023-40031;2023-04-16;2023-04-14;Huber GmbH;3803.34;4111.41;7914.75;offen
INV-2023-40032;2023-05-01;2023-04-29;Payfix GmbH,Wallee AG;2025.48;2189.54;4215.02;bezahlt
INV-2023-40033;2023-04-08;2023-04-06;Migros AG;4495.44;4859.57;9355.01;offen
INV-2023-40034;2023-04-07;2023-04-05;Meier GmbH;4198.24;4538.3;8736.54;offen
INV-2023-40035;2023-04-09;2023-04-07;coop AG;4126.8;4461.07;8587.87;überfällig
INV-2023-40036;2023-04-16;2023-04-14;Payfix GmbH,Wallee AG;1310.94;1417.13;2728.07;offen
INV-2023-40037;2023-04-06;2023-04-04;Migros AG;4964.6;5366.73;10331.33;offen
INV-2023-40038;2023-04-27;2023-04-25;Schmid AG;2981.71;3223.23;6204.94;überfällig
INV-2023-40039;2023-04-21;2023-04-19;coop AG;1556.3;1682.36;3238.66;überfällig
INV-2023-40040;2023-04-09;2023-04-07;City Kiosk Bern;2491.22;2693.01;5184.23;überfällig
INV-2023-40041;2023-04-10;2023-04-08;Schmid AG;819.57;885.96;1705.53;überfällig
INV-2023-40042;2023-04-27;2023-04-25;City Kiosk Bern;4655.82;5032.94;9688.76;offen
INV-2023-40043;2023-04-27;2023-04-25;City Kiosk Bern;3318.92;3587.75;6906.67;bezahlt
INV-2023-40044;2023-04-26;2023-04-24;Weber AG;529.65;572.55;1102.2;offen
INV-2023-40045;2023-04-22;2023-04-20;Huber GmbH;4225.56;4567.83;8793.39;bezahlt
INV-2023-40046;2023-04-22;2023-04-20;City Kiosk Bern;4830.62;5221.9;10052.52;überfällig
INV-2023-40047;2023-04-22;2023-04-20;Schmid AG;1603.42;1733.3;3336.72;bezahlt
INV-2023-40048;2023-04-13;2023-04-11;Schmid AG;605.34;654.37;1259.71;offen
INV-2023-40049;2023-04-20;2023-04-18;coop AG;2302.04;2488.51;4790.55;offen
INV-2023-40050;2023-04-11;2023-04-09;Müller AG;4855.93;5249.26;10105.19;offen
INV-2023-40051;2023-04-06;2023-04-04;coop AG;2891.65;3125.87;6017.52;bezahlt
INV-2023-40052;2023-04-13;2023-04-11;Weber AG;4523.91;4890.35;9414.26;bezahlt
INV-2023-40053;2023-04-25;2023-04-23;coop AG;4966.45;5368.73;10335.18;offen
INV-2023-40054;2023-04-15;2023-04-13;Keller AG;1340.32;1448.89;2789.21;offen
INV-2023-40055;2023-04-05;2023-04-03;Schmid AG;4970.99;5373.64;10344.63;überfällig
INV-2023-40056;2023-04-30;2023-04-28;Keller AG;3648.8;3944.35;7593.15;überfällig
INV-2023-40057;2023-04-09;2023-04-07;Weber AG;990.7;1070.95;2061.65;überfällig
INV-2023-40058;2023-04-08;2023-04-06;coop AG;1946.49;2104.16;4050.65;offen
INV-2023-40059;2023-04-08;2023-04-06;Keller AG;1156.84;1250.54;2407.38;offen
INV-2023-40060;2023-04-14;2023-04-12;Meier GmbH;1675.24;1810.93;3486.17;offen
INV-2023-40061;2023-04-21;2023-04-19;Meier GmbH;1981.89;2142.42;4124.31;überfällig
INV-2023-40062;2023-04-02;2023-03-31;Meier GmbH;1718.96;1858.2;3577.16;offen
INV-2023-40063;2023-04-15;2023-04-13;Weber AG;2078.22;2246.56;4324.78;bezahlt
INV-2023-40064;2023-04-11;2023-04-09;Huber GmbH;2597.38;2807.77;5405.15;überfällig
INV-2023-40065;2023-04-05;2023-04-03;Müller AG;1956.45;2114.92;4071.37;überfällig
INV-2023-40066;2023-04-26;2023-04-24;Schmid AG;3392.67;3667.48;7060.15;offen
INV-2023-40067;2023-04-30;2023-04-28;coop AG;1075.75;1162.89;2238.64;überfällig
INV-2023-40068;2023-04-17;2023-04-15;Keller AG;837.14;904.95;1742.09;bezahlt
INV-2023-40069;2023-04-30;2023-04-28;Müller AG;2722.81;2943.36;5666.17;offen
INV-2023-40070;2023-04-23;2023-04-21;Müller AG;2409.73;2604.92;5014.65;offen
INV-2023-40071;2023-04-27;2023-04-25;Keller AG;2539.43;2745.12;5284.55;offen
INV-2023-40072;2023-04-19;2023-04-17;Migros AG;193.07;208.71;401.78;überfällig
INV-2023-40073;2023-04-20;2023-04-18;Huber GmbH;4518.93;4884.96;9403.89;offen
INV-2023-40074;2023-04-16;2023-04-14;Migros AG;1833.51;1982.02;3815.53;überfällig
INV-2023-40075;2023-04-18;2023-04-16;Weber AG;4484.16;4847.38;9331.54;bezahlt
INV-2023-40076;2023-04-17;2023-04-15;City Kiosk Bern;664.52;718.35;1382.87;überfällig
INV-2023-40077;2023-04-25;2023-04-23;Schmid AG;2358.4;2549.43;4907.83;offen
INV-2023-40078;2023-04-29;2023-04-27;Schmid AG;240.38;259.85;500.23;bezahlt
INV-2023-40079;2023-04-13;2023-04-11;Schmid AG;271.0;292.95;563.95;bezahlt
INV-2023-40080;2023-04-21;2023-04-19;coop AG;2059.01;2225.79;4284.8;bezahlt
INV-2023-40081;2023-04-15;2023-04-13;Schmid AG;4841.92;5234.12;10076.04;überfällig
INV-2023-40082;2023-04-13;2023-04-11;Weber AG;770.84;833.28;1604.12;offen
INV-2023-40083;2023-04-21;2023-04-19;Meier GmbH;241.86;261.45;503.31;offen
INV-2023-40084;2023-04-25;2023-04-23;Huber GmbH;4788.85;5176.75;9965.6;überfällig
INV-2023-40085;2023-04-18;2023-04-16;Huber GmbH;564.71;610.45;1175.16;überfällig
INV-2023-40086;2023-04-28;2023-04-26;Meier GmbH;1379.55;1491.29;2870.84;offen
INV-2023-40087;2023-04-25;2023-04-23;Meier GmbH;3410.28;3686.51;7096.79;überfällig
INV-2023-40088;2023-04-13;2023-04-11;Huber GmbH;2503.32;2706.09;5209.41;offen
INV-2023-40089;2023-04-16;2023-04-14;Weber AG;4023.47;4349.37;8372.84;offen
INV-2023-40090;2023-04-16;2023-04-14;Keller AG;1540.13;1664.88;3205.01;überfällig
INV-2023-40091;2023-04-20;2023-04-18;Meier GmbH;3643.06;3938.15;7581.21;überfällig
INV-2023-40092;2023-04-30;2023-04-28;coop AG;4984.07;5387.78;10371.85;offen
INV-2023-40093;2023-04-22;2023-04-20;City Kiosk Bern;1957.9;2116.49;4074.39;bezahlt
INV-2023-40094;2023-04-21;2023-04-19;Schmid AG;1580.65;1708.68;3289.33;bezahlt
INV-2023-40095;2023-04-17;2023-04-15;Schmid AG;4756.64;5141.93;9898.57;offen
INV-2023-40096;2023-04-04;2023-04-02;Weber AG;627.17;677.97;1305.14;bezahlt
INV-2023-40097;2023-04-12;2023-04-10;Weber AG;257.78;278.66;536.44;bezahlt
INV-2023-40098;2023-05-01;2023-04-29;Huber GmbH;156.59;169.27;325.86;offen
INV-2023-40099;2023-04-23;2023-04-21;Migros AG;3449.11;3728.49;7177.6;bezahlt
INV-2023-40100;2023-04-18;2023-04-16;coop AG;1253.96;1355.53;2609.49;bezahlt
INV-2023-40101;2023-04-21;2023-04-19;Migros AG;132.52;143.25;275.77;offen
INV-2023-40102;2023-04-07;2023-04-05;Schmid AG;1033.54;1117.26;2150.8;bezahlt
INV-2023-40103;2023-04-26;2023-04-24;Huber GmbH;2188.07;2365.3;4553.37;überfällig
INV-2023-40104;2023-04-11;2023-04-09;Schmid AG;2836.27;3066.01;5902.28;bezahlt
INV-2023-40105;2023-04-12;2023-04-10;Payfix GmbH,Wallee AG;3499.87;3783.36;7283.23;offen
INV-2023-40106;2023-04-24;2023-04-22;coop AG;1283.25;1387.19;2670.44;offen
INV-2023-40107;2023-04-02;2023-03-31;coop AG;1000.73;1081.79;2082.52;überfällig
INV-2023-40108;2023-04-19;2023-04-17;Schmid AG;2826.11;3055.02;5881.13;überfällig
INV-2023-40109;2023-04-15;2023-04-13;City Kiosk Bern;1335.77;1443.97;2779.74;bezahlt
INV-2023-50001;2023-05-30;2023-05-28;Payfix GmbH,Wallee AG;3017.08;3261.46;6278.54;bezahlt
INV-2023-50002;2023-06-01;2023-05-30;coop AG;3648.05;3943.54;7591.59;bezahlt
INV-2023-50003;2023-05-19;2023-05-17;Keller AG;1099.59;1188.66;2288.25;überfällig
INV-2023-50004;2023-05-17;2023-05-15;Keller AG;2740.68;2962.68;5703.36;überfällig
INV-2023-50005;2023-05-28;2023-05-26;Migros AG;403.58;436.27;839.85;bezahlt
INV-2023-50006;2023-05-30;2023-05-28;Schmid AG;2782.23;3007.59;5789.82;offen
INV-2023-50007;2023-05-13;2023-05-11;Payfix GmbH,Wallee AG;455.85;492.77;948.62;überfällig
INV-2023-50008;2023-05-23;2023-05-21;Weber AG;4600.56;4973.21;9573.77;bezahlt
INV-2023-50009;2023-05-04;2023-05-02;Meier GmbH;4613.75;4987.46;9601.21;offen
INV-2023-50010;2023-05-08;2023-05-06;Migros AG;240.98;260.5;501.48;offen
INV-2023-50011;2023-05-13;2023-05-11;Schmid AG;4815.38;5205.43;10020.81;überfällig
INV-2023-50012;2023-05-31;2023-05-29;Keller AG;4330.61;4681.39;9012.0;überfällig
INV-2023-50013;2023-05-18;2023-05-16;Keller AG;776.67;839.58;1616.25;überfällig
INV-2023-50014;2023-05-18;2023-05-16;Weber AG;3852.9;4164.98;8017.88;offen
INV-2023-50015;2023-05-09;2023-05-07;Meier GmbH;2091.39;2260.79;4352.18;offen
INV-2023-50016;2023-05-21;2023-05-19;Schmid AG;847.13;915.75;1762.88;offen
INV-2023-50017;2023-05-17;2023-05-15;Huber GmbH;293.2;316.95;610.15;bezahlt
INV-2023-50018;2023-05-15;2023-05-13;Schmid AG;463.58;501.13;964.71;bezahlt
INV-2023-50019;2023-05-22;2023-05-20;Huber GmbH;204.38;220.93;425.31;offen
INV-2023-50020;2023-05-27;2023-05-25;coop AG;1144.77;1237.5;2382.27;bezahlt
INV-2023-50021;2023-05-11;2023-05-09;Meier GmbH;830.83;898.13;1728.96;überfällig
INV-2023-50022;2023-05-07;2023-05-05;Müller AG;451.31;487.87;939.18;offen
INV-2023-50023;2023-05-10;2023-05-08;Migros AG;3798.89;4106.6;7905.49;bezahlt
INV-2023-50024;2023-05-29;2023-05-27;Weber AG;4266.88;4612.5;8879.38;bezahlt
INV-2023-50025;2023-05-22;2023-05-20;Migros AG;3084.3;3334.13;6418.43;offen
INV-2023-50026;2023-05-24;2023-05-22;Huber GmbH;1181.14;1276.81;2457.95;offen
INV-2023-50027;2023-05-08;2023-05-06;Migros AG;4591.21;4963.1;9554.31;offen
INV-2023-50028;2023-06-01;2023-05-30;coop AG;4632.05;5007.25;9639.3;überfällig
INV-2023-50029;2023-05-08;2023-05-06;City Kiosk Bern;1823.34;1971.03;3794.37;bezahlt
INV-2023-50030;2023-05-21;2023-05-19;Meier GmbH;4657.92;5035.21;9693.13;offen
INV-2023-50031;2023-05-04;2023-05-02;Meier GmbH;1534.31;1658.59;3192.9;überfällig
INV-2023-50032;2023-05-02;2023-04-30;Keller AG;499.84;540.33;1040.17;bezahlt
INV-2023-50033;2023-05-09;2023-05-07;Meier GmbH;2019.21;2182.77;4201.98;überfällig
INV-2023-50034;2023-05-03;2023-05-01;Schmid AG;4408.58;4765.67;9174.25;bezahlt
INV-2023-50035;2023-05-30;2023-05-28;Müller AG;2855.03;3086.29;5941.32;überfällig
INV-2023-50036;2023-05-20;2023-05-18;City Kiosk Bern;2020.76;2184.44;4205.2;bezahlt
INV-2023-50037;2023-05-24;2023-05-22;Migros AG;3661.05;3957.6;7618.65;offen
INV-2023-50038;2023-05-14;2023-05-12;Payfix GmbH,Wallee AG;4283.62;4630.59;8914.21;überfällig
INV-2023-50039;2023-05-18;2023-05-16;Schmid AG;955.8;1033.22;1989.02;offen
INV-2023-50040;2023-05-28;2023-05-26;coop AG;2019.05;2182.59;4201.64;bezahlt
INV-2023-50041;2023-05-13;2023-05-11;Keller AG;4703.14;5084.09;9787.23;offen
INV-2023-50042;2023-05-28;2023-05-26;City Kiosk Bern;4601.84;4974.59;9576.43;bezahlt
INV-2023-50043;2023-05-27;2023-05-25;Weber AG;840.03;908.07;1748.1;offen
INV-2023-50044;2023-05-23;2023-05-21;Migros AG;1846.34;1995.89;3842.23;offen
INV-2023-50045;2023-05-19;2023-05-17;Meier GmbH;2873.79;3106.57;5980.36;bezahlt
INV-2023-50046;2023-05-02;2023-04-30;Weber AG;3457.27;3737.31;7194.58;offen
INV-2023-50047;2023-05-12;2023-05-10;coop AG;1657.64;1791.91;3449.55;offen
INV-2023-50048;2023-05-05;2023-05-03;Schmid AG;932.21;1007.72;1939.93;bezahlt
INV-2023-50049;2023-05-25;2023-05-23;coop AG;4396.08;4752.16;9148.24;bezahlt
INV-2023-50050;2023-05-10;2023-05-08;Keller AG;4854.43;5247.64;10102.07;bezahlt
INV-2023-50051;2023-05-26;2023-05-24;City Kiosk Bern;3031.72;3277.29;6309.01;bezahlt
INV-2023-50052;2023-05-24;2023-05-22;Keller AG;921.77;996.43;1918.2;überfällig
INV-2023-50053;2023-05-04;2023-05-02;coop AG;4441.1;4800.83;9241.93;offen
INV-2023-50054;2023-05-04;2023-05-02;Payfix GmbH,Wallee AG;1168.19;1262.81;2431.0;bezahlt
INV-2023-50055;2023-05-30;2023-05-28;City Kiosk Bern;4647.84;5024.32;9672.16;überfällig
INV-2023-50056;2023-05-17;2023-05-15;Keller AG;3543.58;3830.61;7374.19;bezahlt
INV-2023-50057;2023-05-08;2023-05-06;Müller AG;742.94;803.12;1546.06;offen
INV-2023-50058;2023-05-25;2023-05-23;Keller AG;4697.9;5078.43;9776.33;überfällig
INV-2023-50059;2023-05-05;2023-05-03;Keller AG;2663.43;2879.17;5542.6;offen
INV-2023-50060;2023-05-09;2023-05-07;Müller AG;1172.69;1267.68;2440.37;überfällig
INV-2023-50061;2023-05-24;2023-05-22;Keller AG;3547.24;3834.57;7381.81;überfällig
INV-2023-50062;2023-05-05;2023-05-03;Migros AG;3877.55;4191.63;8069.18;offen
INV-2023-50063;2023-05-27;2023-05-25;Müller AG;610.49;659.94;1270.43;offen
INV-2023-50064;2023-05-20;2023-05-18;Keller AG;2875.14;3108.03;5983.17;bezahlt
INV-2023-50065;2023-05-09;2023-05-07;Meier GmbH;4294.33;4642.17;8936.5;offen
INV-2023-50066;2023-05-16;2023-05-14;Weber AG;3206.37;3466.09;6672.46;offen
INV-2023-50067;2023-05-25;2023-05-23;Migros AG;3475.96;3757.51;7233.47;offen
INV-2023-50068;2023-05-08;2023-05-06;Keller AG;850.12;918.98;1769.1;überfällig
INV-2023-50069;2023-05-21;2023-05-19;Migros AG;1744.79;1886.12;3630.91;überfällig
INV-2023-50070;2023-05-07;2023-05-05;Müller AG;787.13;850.89;1638.02;überfällig
INV-2023-50071;2023-05-02;2023-04-30;Huber GmbH;4527.25;4893.96;9421.21;offen
INV-2023-50072;2023-05-22;2023-05-20;City Kiosk Bern;3867.67;4180.95;8048.62;überfällig
INV-2023-50073;2023-05-27;2023-05-25;coop AG;580.14;627.13;1207.27;offen
INV-2023-50074;2023-05-05;2023-05-03;Müller AG;1276.21;1379.58;2655.79;offen
INV-2023-50075;2023-05-26;2023-05-24;Huber GmbH;493.17;533.12;1026.29;offen
INV-2023-50076;2023-05-15;2023-05-13;Schmid AG;464.96;502.62;967.58;offen
INV-2023-50077;2023-05-10;2023-05-08;coop AG;1578.97;1706.87;3285.84;bezahlt
INV-2023-50078;2023-05-19;2023-05-17;Migros AG;4956.09;5357.53;10313.62;überfällig
INV-2023-50079;2023-05-30;2023-05-28;Weber AG;4517.66;4883.59;9401.25;überfällig
INV-2023-50080;2023-05-04;2023-05-02;Keller AG;733.59;793.01;1526.6;bezahlt
INV-2023-50081;2023-05-06;2023-05-04;Weber AG;387.75;419.16;806.91;offen
INV-2023-50082;2023-05-31;2023-05-29;City Kiosk Bern;1909.0;2063.63;3972.63;offen
INV-2023-50083;2023-05-18;2023-05-16;Keller AG;4537.36;4904.89;9442.25;offen
INV-2023-50084;2023-05-25;2023-05-23;Payfix GmbH,Wallee AG;2541.61;2747.48;5289.09;offen
INV-2023-50085;2023-05-09;2023-05-07;Weber AG;1656.73;1790.93;3447.66;überfällig
INV-2023-50086;2023-05-27;2023-05-25;Weber AG;2651.82;2866.62;5518.44;offen
INV-2023-50087;2023-05-16;2023-05-14;City Kiosk Bern;3882.31;4196.78;8079.09;bezahlt
INV-2023-50088;2023-06-01;2023-05-30;Weber AG;3292.44;3559.13;6851.57;bezahlt
INV-2023-50089;2023-05-08;2023-05-06;coop AG;4637.17;5012.78;9649.95;überfällig
INV-2023-50090;2023-05-27;2023-05-25;Meier GmbH;167.95;181.55;349.5;überfällig
INV-2023-50091;2023-05-06;2023-05-04;Payfix GmbH,Wallee AG;396.75;428.89;825.64;offen
INV-2023-50092;2023-05-10;2023-05-08;Schmid AG;1441.92;1558.72;3000.64;offen
INV-2023-50093;2023-05-13;2023-05-11;Schmid AG;731.64;790.9;1522.54;überfällig
INV-2023-50094;2023-05-21;2023-05-19;Weber AG;750.55;811.34;1561.89;überfällig
INV-2023-50095;2023-05-07;2023-05-05;Keller AG;1351.16;1460.6;2811.76;überfällig
INV-2023-50096;2023-05-12;2023-05-10;Müller AG;686.87;742.51;1429.38;bezahlt
INV-2023-50097;2023-05-19;2023-05-17;Migros AG;971.16;1049.82;2020.98;offen
INV-2023-50098;2023-06-01;2023-05-30;Payfix GmbH,Wallee AG;950.7;1027.71;1978.41;bezahlt
INV-2023-50099;2023-05-02;2023-04-30;Meier GmbH;4409.66;4766.84;9176.5;offen
INV-2023-50100;2023-05-29;2023-05-27;City Kiosk Bern;2442.18;2640.0;5082.18;bezahlt
INV-2023-50101;2023-05-07;2023-05-05;Huber GmbH;4485.18;4848.48;9333.66;überfällig
INV-2023-50102;2023-05-25;2023-05-23;Migros AG;3164.32;3420.63;6584.95;bezahlt
INV-2023-50103;2023-05-06;2023-05-04;Weber AG;832.74;900.19;1732.93;bezahlt
INV-2023-50104;2023-05-06;2023-05-04;Müller AG;1383.33;1495.38;2878.71;überfällig
INV-2023-50105;2023-05-25;2023-05-23;Weber AG;4033.07;4359.75;8392.82;offen
INV-2023-50106;2023-05-14;2023-05-12;Schmid AG;4763.72;5149.58;9913.3;bezahlt
INV-2023-50107;2023-05-05;2023-05-03;Meier GmbH;1553.15;1678.96;3232.11;überfällig
INV-2023-50108;2023-05-02;2023-04-30;Weber AG;2576.29;2784.97;5361.26;bezahlt
INV-2023-50109;2023-05-19;2023-05-17;City Kiosk Bern;2197.4;2375.39;4572.79;überfällig
INV-2023-60001;2023-06-12;2023-06-10;Migros AG;1661.24;1795.8;3457.04;bezahlt
INV-2023-60002;2023-06-11;2023-06-09;Keller AG;227.01;245.4;472.41;offen
INV-2023-60003;2023-06-10;2023-06-08;Müller AG;193.81;209.51;403.32;überfällig
INV-2023-60004;2023-06-28;2023-06-26;Müller AG;3461.8;3742.21;7204.01;bezahlt
INV-2023-60005;2023-06-15;2023-06-13;Huber GmbH;4804.86;5194.05;9998.91;bezahlt
INV-2023-60006;2023-07-01;2023-06-29;coop AG;4688.14;5067.88;9756.02;bezahlt
INV-2023-60007;2023-06-17;2023-06-15;Huber GmbH;2799.24;3025.98;5825.22;offen
INV-2023-60008;2023-06-22;2023-06-20;Migros AG;4216.8;4558.36;8775.16;offen
INV-2023-60009;2023-07-01;2023-06-29;Schmid AG;754.1;815.18;1569.28;bezahlt
INV-2023-60010;2023-06-02;2023-05-31;Payfix GmbH,Wallee AG;3195.54;3454.38;6649.92;offen
INV-2023-60011;2023-06-13;2023-06-11;Meier GmbH;1379.92;1491.69;2871.61;überfällig
INV-2023-60012;2023-07-01;2023-06-29;coop AG;2559.11;2766.4;5325.51;bezahlt
INV-2023-60013;2023-06-20;2023-06-18;Migros AG;4247.78;4591.85;8839.63;bezahlt
INV-2023-60014;2023-06-26;2023-06-24;Payfix GmbH,Wallee AG;4120.92;4454.71;8575.63;überfällig
